activity_id,competitor_id,technology_id,adoption_status,market_activity_score,launch_year,investment_level
6302,6,794,Pilot,6,2024,Low
6303,12,794,Not Adopted,4,2026,High
6304,10,794,Not Adopted,8,2024,Medium
6305,2,794,Not Adopted,9,2025,High
6306,4,794,Adopted,4,2024,Medium
6307,1,794,Adopted,6,2026,High
6308,5,794,Research,8,2028,High
6309,3,794,Pilot,9,2027,Medium
6310,8,794,Pilot,9,2028,High
6311,10,795,Adopted,8,2024,Medium
6312,12,795,Pilot,10,2027,Medium
6313,11,795,Pilot,4,2028,High
6314,7,795,Pilot,10,2024,Medium
6315,9,795,Adopted,10,2026,Low
6316,4,795,Not Adopted,6,2025,Medium
6317,5,795,Adopted,10,2027,High
6318,1,795,Research,4,2027,Low
6319,2,795,Not Adopted,4,2027,Medium
6320,6,795,Not Adopted,8,2026,Low
6321,3,795,Research,4,2028,Low
6322,8,795,Pilot,7,2025,Medium
6323,6,796,Research,10,2025,Low
6324,11,796,Adopted,6,2025,Low
6325,7,796,Research,10,2027,High
6326,2,796,Adopted,9,2027,Medium
6327,4,796,Research,9,2025,Medium
6328,8,796,Pilot,6,2024,Medium
6329,1,796,Pilot,7,2028,Low
6330,3,796,Research,10,2025,High
6331,10,796,Not Adopted,7,2026,Medium
6332,9,796,Not Adopted,9,2024,Medium
6333,5,796,Pilot,8,2026,High
6334,12,796,Research,9,2026,Low
6335,6,797,Pilot,5,2028,Medium
6336,8,797,Adopted,6,2025,High
6337,10,797,Pilot,6,2028,Medium
6338,2,797,Research,9,2028,High
6339,9,797,Not Adopted,3,2027,Medium
6340,3,797,Pilot,9,2024,High
6341,8,798,Not Adopted,7,2028,High
6342,7,798,Research,7,2024,High
6343,6,798,Adopted,7,2027,High
6344,1,798,Adopted,10,2025,High
6345,4,798,Not Adopted,8,2027,Medium
6346,12,798,Research,10,2026,Medium
6347,10,798,Research,6,2028,Medium
6348,9,798,Adopted,9,2024,Medium
6349,5,798,Pilot,8,2025,Medium
6350,12,799,Pilot,6,2025,High
6351,7,799,Research,7,2026,High
6352,1,799,Not Adopted,6,2025,High
6353,6,799,Not Adopted,5,2024,Low
6354,11,799,Adopted,7,2027,Medium
6355,8,799,Adopted,10,2027,High
6356,5,799,Adopted,6,2028,Medium
6357,8,800,Not Adopted,10,2028,Medium
6358,7,800,Research,5,2027,Medium
6359,11,800,Adopted,6,2028,Medium
6360,5,800,Research,10,2026,Low
6361,3,800,Adopted,10,2024,Low
6362,4,800,Adopted,10,2027,Medium
6363,12,800,Research,5,2027,Medium
6364,7,801,Adopted,8,2026,High
6365,12,801,Research,4,2024,Low
6366,9,801,Adopted,9,2027,High
6367,5,801,Adopted,5,2024,Low
6368,10,801,Pilot,4,2028,Low
6369,1,802,Pilot,6,2028,High
6370,7,802,Research,3,2025,Low
6371,8,802,Pilot,3,2028,High
6372,2,802,Adopted,5,2028,Medium
6373,6,802,Not Adopted,6,2026,Low
6374,4,802,Adopted,9,2026,High
6375,11,802,Research,3,2028,Medium
6376,10,803,Adopted,8,2024,High
6377,6,803,Pilot,8,2028,Low
6378,3,803,Research,6,2024,High
6379,5,803,Pilot,6,2028,High
6380,12,803,Not Adopted,10,2026,Low
6381,8,803,Pilot,4,2025,Low
6382,11,803,Research,10,2026,Medium
6383,9,803,Adopted,7,2028,High
6384,7,803,Research,7,2027,Medium
6385,4,803,Research,10,2025,Medium
6386,11,804,Adopted,6,2026,Low
6387,2,804,Research,3,2025,High
6388,9,804,Research,5,2026,Medium
6389,3,804,Research,6,2028,High
6390,10,804,Adopted,5,2026,Medium
6391,8,804,Adopted,5,2026,Medium
6392,6,804,Not Adopted,9,2024,Medium
6393,12,804,Pilot,8,2025,High
6394,4,804,Adopted,3,2027,Medium
6395,5,804,Adopted,6,2027,Medium
6396,1,804,Not Adopted,7,2028,Medium
6397,7,805,Pilot,5,2027,High
6398,1,805,Not Adopted,3,2026,Low
6399,9,805,Not Adopted,6,2026,High
6400,6,805,Research,6,2028,Medium
6401,10,805,Pilot,8,2028,Medium
6402,4,805,Adopted,4,2024,High
6403,12,805,Not Adopted,3,2027,High
6404,5,805,Research,8,2028,Medium
6405,10,806,Pilot,6,2024,High
6406,5,806,Pilot,9,2026,Low
6407,4,806,Not Adopted,3,2025,High
6408,8,806,Research,10,2024,Medium
6409,12,806,Adopted,3,2025,High
6410,9,806,Not Adopted,6,2025,Low
6411,3,806,Not Adopted,8,2026,Medium
6412,6,806,Not Adopted,6,2024,Medium
6413,3,807,Research,10,2028,Medium
6414,6,807,Research,4,2026,High
6415,1,807,Not Adopted,9,2028,High
6416,12,807,Pilot,3,2025,Medium
6417,4,807,Adopted,4,2025,Low
6418,9,807,Adopted,7,2028,Low
6419,10,808,Adopted,3,2027,Low
6420,6,808,Research,10,2028,High
6421,7,808,Pilot,6,2027,Low
6422,3,808,Not Adopted,9,2027,Low
6423,5,808,Research,9,2026,Medium
6424,8,808,Research,9,2025,Low
6425,2,808,Not Adopted,9,2024,Medium
6426,12,808,Pilot,4,2026,Medium
6427,4,808,Adopted,8,2024,Low
6428,4,809,Not Adopted,10,2027,Medium
6429,10,809,Adopted,4,2025,Medium
6430,11,809,Not Adopted,7,2028,Medium
6431,12,809,Pilot,8,2028,Low
6432,7,809,Pilot,10,2025,Medium
6433,1,810,Pilot,9,2024,Medium
6434,5,810,Research,6,2028,Low
6435,12,810,Research,4,2028,Medium
6436,11,810,Research,3,2024,High
6437,1,811,Not Adopted,7,2026,High
6438,4,811,Adopted,3,2027,Low
6439,10,811,Not Adopted,10,2026,Medium
6440,5,811,Research,10,2027,High
6441,11,811,Research,8,2026,Low
6442,9,811,Research,6,2028,Medium
6443,12,811,Not Adopted,5,2028,Medium
6444,8,811,Pilot,10,2027,Low
6445,3,811,Not Adopted,10,2026,Low
6446,2,811,Pilot,8,2025,High
6447,7,811,Pilot,5,2026,Medium
6448,11,812,Research,3,2027,Low
6449,10,812,Research,10,2028,Medium
6450,1,812,Pilot,8,2026,Low
6451,4,812,Research,3,2026,Medium
6452,12,812,Adopted,7,2024,Low
6453,3,812,Not Adopted,5,2025,Low
6454,5,812,Research,10,2025,High
6455,2,812,Not Adopted,5,2027,High
6456,8,812,Adopted,9,2028,Medium
6457,9,812,Pilot,8,2025,High
6458,4,813,Not Adopted,7,2025,Medium
6459,9,813,Adopted,5,2028,Low
6460,6,813,Adopted,4,2025,Medium
6461,11,813,Adopted,6,2027,Low
6462,12,813,Research,7,2025,Low
6463,7,813,Adopted,5,2024,Medium
6464,8,813,Pilot,3,2024,Low
6465,5,813,Adopted,3,2028,Medium
6466,2,813,Not Adopted,9,2026,Medium
6467,2,814,Not Adopted,6,2026,Medium
6468,9,814,Not Adopted,10,2028,Medium
6469,6,814,Research,6,2025,High
6470,4,814,Research,3,2024,Low
6471,8,814,Adopted,8,2026,Medium
6472,5,814,Adopted,8,2024,High
6473,10,814,Pilot,5,2024,Low
6474,7,814,Not Adopted,10,2026,Medium
6475,3,814,Adopted,8,2027,Medium
6476,1,814,Adopted,10,2025,Low
6477,12,814,Not Adopted,4,2027,Low
6478,11,814,Pilot,4,2027,Medium
6479,11,815,Adopted,8,2026,Medium
6480,6,815,Pilot,10,2026,Low
6481,1,815,Adopted,10,2027,High
6482,2,815,Pilot,10,2025,Medium
6483,7,815,Pilot,5,2024,High
6484,4,815,Pilot,6,2027,Low
6485,8,815,Pilot,7,2024,Low
6486,5,815,Not Adopted,6,2026,Medium
6487,12,815,Not Adopted,8,2027,Medium
6488,10,815,Pilot,3,2028,Low
6489,8,816,Research,9,2025,High
6490,11,816,Pilot,9,2024,High
6491,3,816,Pilot,10,2028,Low
6492,5,816,Pilot,10,2024,Medium
6493,6,816,Adopted,8,2024,Medium
6494,9,816,Pilot,9,2024,High
6495,12,816,Research,3,2028,High
6496,10,816,Not Adopted,5,2027,Low
6497,4,816,Not Adopted,5,2027,Medium
6498,7,816,Research,8,2024,High
6499,2,816,Research,3,2027,Low
6500,1,816,Adopted,4,2028,High
6501,9,817,Research,3,2027,Medium
6502,8,817,Not Adopted,5,2027,Medium
6503,1,817,Not Adopted,10,2025,Medium
6504,3,817,Pilot,9,2024,High
6505,11,817,Adopted,5,2027,High
6506,6,817,Not Adopted,5,2025,Low
6507,12,817,Research,4,2025,Medium
6508,5,817,Not Adopted,8,2025,Low
6509,7,817,Not Adopted,7,2026,High
6510,12,818,Not Adopted,6,2026,Low
6511,5,818,Research,4,2026,High
6512,3,818,Adopted,8,2024,Medium
6513,7,818,Pilot,3,2025,Low
6514,2,818,Not Adopted,7,2025,High
6515,9,819,Not Adopted,5,2026,Low
6516,2,819,Pilot,4,2026,Low
6517,7,819,Not Adopted,8,2025,Low
6518,8,819,Adopted,8,2028,High
6519,12,820,Not Adopted,4,2026,Low
6520,11,820,Pilot,7,2027,Low
6521,7,820,Pilot,4,2027,Low
6522,10,820,Not Adopted,4,2025,Low
6523,5,820,Pilot,5,2026,Medium
6524,6,820,Adopted,9,2026,Low
6525,1,820,Pilot,5,2026,High
6526,9,820,Not Adopted,4,2027,High
6527,8,820,Pilot,6,2025,Low
6528,4,820,Pilot,9,2027,Medium
6529,3,820,Not Adopted,10,2028,High
6530,2,820,Pilot,9,2027,Low
6531,10,821,Research,4,2026,Low
6532,4,821,Not Adopted,7,2025,Medium
6533,5,821,Research,8,2025,High
6534,8,821,Not Adopted,4,2025,Medium
6535,11,821,Research,3,2027,High
6536,6,821,Not Adopted,4,2026,Medium
6537,3,821,Research,8,2026,Low
6538,7,821,Pilot,4,2025,High
6539,2,821,Research,8,2026,High
6540,3,822,Pilot,8,2027,High
6541,1,822,Adopted,7,2025,Medium
6542,5,822,Research,7,2024,Low
6543,6,822,Research,4,2024,Low
6544,12,822,Not Adopted,8,2028,Low
6545,10,822,Not Adopted,4,2028,High
6546,9,822,Pilot,4,2028,Low
6547,2,822,Not Adopted,10,2028,Low
6548,11,822,Research,4,2026,Medium
6549,7,822,Adopted,9,2024,Low
6550,8,822,Pilot,7,2024,Low
6551,4,822,Research,4,2028,High
6552,8,823,Research,9,2027,Medium
6553,2,823,Research,8,2028,High
6554,3,823,Adopted,4,2026,High
6555,5,823,Not Adopted,9,2027,Low
6556,11,823,Not Adopted,7,2025,Low
6557,4,823,Research,4,2028,High
6558,7,823,Pilot,7,2025,Low
6559,6,823,Adopted,9,2027,Medium
6560,10,823,Research,5,2024,Low
6561,12,823,Not Adopted,7,2026,Medium
6562,1,823,Research,4,2028,Low
6563,9,823,Research,4,2028,Low
6564,2,824,Research,7,2024,Medium
6565,6,824,Not Adopted,6,2025,Medium
6566,4,824,Adopted,5,2026,Medium
6567,8,824,Pilot,10,2025,High
6568,7,824,Pilot,5,2024,Low
6569,3,824,Pilot,8,2028,Low
6570,10,825,Pilot,4,2024,High
6571,8,825,Adopted,9,2027,Low
6572,3,825,Not Adopted,8,2027,Medium
6573,4,825,Pilot,7,2024,High
6574,1,825,Research,6,2027,Medium
6575,12,825,Research,7,2024,Medium
6576,4,826,Pilot,10,2027,High
6577,9,826,Pilot,10,2028,High
6578,7,826,Pilot,6,2027,Low
6579,8,826,Research,9,2028,High
6580,5,826,Not Adopted,3,2024,High
6581,11,826,Not Adopted,5,2026,High
6582,2,826,Not Adopted,8,2026,Low
6583,1,826,Not Adopted,5,2024,Medium
6584,12,826,Adopted,4,2025,Medium
6585,6,826,Pilot,6,2026,High
6586,3,826,Adopted,10,2028,High
6587,10,826,Pilot,6,2024,Medium
6588,4,827,Research,3,2028,High
6589,6,827,Not Adopted,5,2024,Low
6590,9,827,Research,7,2024,Low
6591,5,827,Pilot,10,2026,Medium
6592,10,827,Not Adopted,6,2026,Medium
6593,8,827,Research,10,2028,Medium
6594,6,828,Adopted,8,2027,High
6595,8,828,Research,3,2028,Medium
6596,4,828,Research,4,2026,Medium
6597,10,828,Pilot,3,2026,Low
6598,9,828,Not Adopted,6,2026,Medium
6599,7,828,Research,3,2027,High
6600,10,829,Research,7,2026,Low
6601,7,829,Research,8,2026,Medium
6602,6,829,Not Adopted,4,2025,Low
6603,8,829,Research,4,2026,High
6604,2,829,Adopted,3,2025,Low
6605,11,829,Pilot,10,2028,Low
6606,1,829,Pilot,8,2024,High
6607,9,829,Adopted,4,2025,Medium
6608,4,829,Research,3,2026,High
6609,11,830,Research,7,2026,High
6610,9,830,Not Adopted,10,2027,Low
6611,3,830,Pilot,5,2028,Low
6612,10,830,Adopted,6,2025,High
6613,7,830,Adopted,3,2027,Medium
6614,8,830,Not Adopted,6,2024,Low
6615,5,830,Research,3,2027,High
6616,11,831,Pilot,3,2027,High
6617,3,831,Not Adopted,6,2027,High
6618,12,831,Not Adopted,6,2026,Low
6619,9,831,Not Adopted,5,2025,High
6620,4,831,Research,3,2024,High
6621,9,832,Adopted,4,2026,High
6622,7,832,Research,4,2024,Medium
6623,6,832,Pilot,10,2028,High
6624,12,832,Research,3,2027,Medium
6625,3,832,Adopted,8,2027,Medium
6626,11,832,Pilot,8,2026,Medium
6627,8,832,Adopted,8,2026,High
6628,10,832,Not Adopted,8,2027,Low
6629,1,832,Research,8,2025,Medium
6630,4,832,Pilot,10,2026,High
6631,11,833,Not Adopted,5,2025,Low
6632,6,833,Not Adopted,8,2027,Medium
6633,10,833,Adopted,5,2026,Low
6634,9,833,Pilot,4,2028,High
6635,8,834,Pilot,8,2027,Medium
6636,5,834,Pilot,3,2026,High
6637,9,834,Not Adopted,7,2026,Medium
6638,12,834,Adopted,5,2027,Low
6639,11,834,Pilot,9,2026,Medium
6640,2,834,Pilot,7,2028,Medium
6641,12,835,Not Adopted,3,2026,High
6642,7,835,Research,7,2024,High
6643,2,835,Pilot,6,2027,High
6644,1,835,Not Adopted,8,2024,Medium
6645,11,835,Research,8,2024,High
6646,10,835,Pilot,6,2025,Low
6647,3,835,Pilot,6,2028,Medium
6648,7,836,Adopted,6,2028,High
6649,11,836,Pilot,3,2028,Medium
6650,10,836,Pilot,6,2028,High
6651,6,836,Pilot,5,2026,Low
6652,1,836,Pilot,10,2025,Medium
6653,11,837,Not Adopted,4,2027,Low
6654,5,837,Research,3,2025,Low
6655,3,837,Research,9,2024,Medium
6656,1,837,Adopted,8,2027,Medium
6657,10,837,Adopted,6,2024,High
6658,6,838,Not Adopted,6,2027,Low
6659,2,838,Research,3,2025,High
6660,12,838,Adopted,10,2024,Low
6661,9,838,Research,8,2026,Low
6662,11,838,Pilot,10,2025,Low
6663,1,838,Adopted,5,2027,High
6664,7,839,Not Adopted,7,2024,High
6665,6,839,Not Adopted,7,2027,High
6666,8,839,Research,7,2026,High
6667,9,839,Adopted,4,2024,Medium
6668,1,839,Research,8,2027,Low
6669,8,840,Adopted,10,2028,High
6670,6,840,Adopted,4,2027,High
6671,12,840,Not Adopted,5,2025,High
6672,9,840,Pilot,7,2027,High
6673,1,840,Adopted,8,2024,Medium
6674,5,840,Adopted,9,2027,Medium
6675,3,840,Adopted,4,2027,High
6676,10,840,Not Adopted,5,2028,Low
6677,2,840,Adopted,9,2025,Medium
6678,11,840,Not Adopted,7,2026,High
6679,4,840,Research,6,2028,High
6680,6,841,Not Adopted,5,2028,Medium
6681,10,841,Not Adopted,10,2026,Low
6682,4,841,Not Adopted,10,2027,High
6683,11,841,Research,4,2027,High
6684,9,841,Adopted,9,2025,High
6685,5,841,Not Adopted,3,2028,Medium
6686,1,841,Research,3,2028,High
6687,2,841,Not Adopted,10,2028,High
6688,5,842,Not Adopted,5,2026,High
6689,4,842,Not Adopted,9,2025,Medium
6690,3,842,Research,4,2024,Low
6691,11,842,Adopted,6,2028,High
6692,2,842,Not Adopted,9,2025,High
6693,12,842,Research,3,2028,High
6694,3,843,Not Adopted,10,2028,Medium
6695,7,843,Not Adopted,6,2025,High
6696,6,843,Adopted,10,2027,High
6697,2,843,Research,7,2028,Medium
6698,8,843,Research,5,2024,High
6699,1,843,Research,6,2026,Low
6700,9,844,Not Adopted,7,2028,Low
6701,7,844,Adopted,8,2026,Medium
6702,3,844,Pilot,4,2027,Medium
6703,1,844,Not Adopted,7,2025,High
6704,11,844,Pilot,9,2024,Medium
6705,8,845,Adopted,3,2028,High
6706,5,845,Pilot,6,2025,Medium
6707,6,845,Research,6,2026,Low
6708,7,845,Adopted,4,2026,High
6709,2,845,Not Adopted,5,2024,High
6710,10,845,Adopted,3,2025,High
6711,7,846,Adopted,10,2026,High
6712,5,846,Research,10,2028,Medium
6713,9,846,Adopted,4,2026,Low
6714,11,846,Adopted,6,2027,Medium
6715,4,846,Research,10,2027,Low
6716,10,846,Not Adopted,10,2024,Medium
6717,12,846,Not Adopted,5,2025,High
6718,8,846,Not Adopted,7,2027,Low
6719,6,846,Adopted,10,2025,Medium
6720,1,846,Not Adopted,4,2026,Low
6721,4,847,Not Adopted,10,2026,High
6722,10,847,Adopted,8,2025,High
6723,7,847,Not Adopted,7,2024,Medium
6724,1,847,Research,3,2024,Low
6725,8,847,Adopted,5,2028,Low
6726,5,848,Not Adopted,4,2026,Low
6727,2,848,Pilot,4,2025,Medium
6728,8,848,Pilot,4,2026,High
6729,12,848,Research,6,2024,Low
6730,4,848,Research,7,2028,Low
6731,11,848,Research,10,2025,Low
6732,7,848,Research,6,2025,Low
6733,9,848,Not Adopted,10,2024,Medium
6734,10,848,Pilot,5,2025,Low
6735,8,849,Research,8,2026,Low
6736,7,849,Pilot,9,2025,High
6737,9,849,Not Adopted,5,2028,Low
6738,10,849,Not Adopted,10,2028,Low
6739,12,850,Research,3,2028,High
6740,2,850,Research,9,2027,Low
6741,4,850,Pilot,8,2026,Low
6742,10,850,Research,3,2026,Low
6743,5,850,Research,6,2026,High
6744,1,850,Not Adopted,5,2025,Low
6745,6,850,Adopted,7,2026,Low
6746,11,850,Pilot,5,2027,Low
6747,10,851,Adopted,7,2024,High
6748,11,851,Adopted,6,2028,Medium
6749,2,851,Research,5,2028,Medium
6750,6,851,Research,10,2028,Low
6751,1,851,Research,10,2025,Low
6752,8,851,Not Adopted,9,2028,Medium
6753,9,851,Research,4,2024,High
6754,12,851,Research,3,2026,Low
6755,12,852,Adopted,10,2027,Low
6756,1,852,Not Adopted,3,2028,Medium
6757,11,852,Research,10,2026,High
6758,6,852,Not Adopted,9,2024,Low
6759,7,852,Adopted,3,2024,High
6760,9,852,Adopted,7,2024,Medium
6761,2,852,Not Adopted,10,2026,Low
6762,10,852,Adopted,8,2024,Low
6763,8,852,Pilot,8,2025,Low
6764,5,853,Pilot,10,2027,Medium
6765,11,853,Adopted,4,2028,Medium
6766,4,853,Research,9,2025,High
6767,8,853,Pilot,3,2028,Low
6768,6,853,Not Adopted,6,2024,Low
6769,1,853,Not Adopted,6,2027,Medium
6770,7,853,Adopted,3,2028,Medium
6771,12,853,Adopted,3,2025,Low
6772,10,853,Research,5,2025,High
6773,7,854,Pilot,5,2024,Low
6774,3,854,Research,4,2027,Medium
6775,10,854,Pilot,8,2025,Low
6776,12,854,Not Adopted,10,2024,Medium
6777,8,854,Research,9,2026,High
6778,4,854,Adopted,8,2027,Low
6779,11,854,Not Adopted,7,2026,High
6780,5,854,Not Adopted,10,2027,High
6781,6,854,Adopted,10,2024,Medium
6782,1,854,Research,7,2027,Medium
6783,9,854,Not Adopted,3,2026,Low
6784,7,855,Research,4,2027,Low
6785,11,855,Adopted,4,2027,Low
6786,10,855,Pilot,7,2028,Medium
6787,5,855,Pilot,6,2027,Low
6788,3,855,Adopted,7,2028,Low
6789,8,855,Adopted,3,2028,Low
6790,2,855,Research,6,2024,Medium
6791,8,856,Research,4,2025,Low
6792,9,856,Research,10,2028,High
6793,1,856,Research,5,2025,High
6794,3,856,Pilot,9,2028,Low
6795,4,856,Pilot,9,2028,Low
6796,6,856,Adopted,3,2026,Low
6797,10,856,Research,7,2028,High
6798,5,856,Research,10,2028,High
6799,12,857,Adopted,4,2027,Low
6800,11,857,Pilot,8,2026,Medium
6801,8,857,Pilot,7,2026,Medium
6802,4,857,Research,6,2024,Medium
6803,3,857,Not Adopted,7,2028,Low
6804,10,857,Adopted,7,2025,Low
6805,2,857,Research,7,2028,Low
6806,9,857,Not Adopted,8,2024,Medium
6807,1,857,Not Adopted,4,2026,Low
6808,6,858,Not Adopted,6,2024,Medium
6809,5,858,Research,10,2024,High
6810,11,858,Not Adopted,10,2026,Medium
6811,9,858,Pilot,3,2027,Medium
6812,1,858,Adopted,5,2028,Low
6813,2,858,Adopted,7,2024,High
6814,10,858,Pilot,3,2027,Low
6815,4,858,Pilot,5,2026,Low
6816,12,858,Not Adopted,10,2026,High
6817,8,858,Not Adopted,6,2028,Low
6818,3,859,Pilot,7,2026,High
6819,9,859,Pilot,5,2028,Medium
6820,8,859,Pilot,4,2026,Low
6821,6,859,Adopted,5,2027,High
6822,11,859,Research,9,2027,High
6823,2,860,Pilot,9,2027,Low
6824,8,860,Not Adopted,9,2027,Medium
6825,12,860,Research,10,2025,Medium
6826,10,860,Adopted,9,2025,Low
6827,3,860,Pilot,3,2024,Low
6828,4,860,Not Adopted,5,2026,Medium
6829,5,860,Research,5,2025,High
6830,11,860,Adopted,8,2027,Medium
6831,6,860,Research,6,2027,Medium
6832,9,860,Adopted,4,2024,High
6833,2,861,Adopted,7,2028,High
6834,12,861,Research,6,2026,Low
6835,6,861,Adopted,9,2028,Medium
6836,10,861,Pilot,6,2024,High
6837,8,861,Pilot,6,2028,Medium
6838,5,861,Adopted,8,2025,Medium
6839,9,861,Not Adopted,4,2026,High
6840,7,861,Research,10,2025,Medium
6841,11,861,Adopted,7,2025,High
6842,5,862,Research,8,2025,Medium
6843,4,862,Not Adopted,10,2025,Medium
6844,12,862,Adopted,3,2025,Medium
6845,6,862,Pilot,10,2027,Low
6846,1,863,Not Adopted,9,2027,Low
6847,3,863,Research,5,2024,Low
6848,2,863,Research,6,2028,Medium
6849,10,863,Adopted,5,2027,High
6850,6,863,Pilot,10,2024,High
6851,7,863,Pilot,8,2027,Low
6852,5,863,Research,5,2027,High
6853,3,864,Not Adopted,5,2025,High
6854,7,864,Adopted,10,2027,High
6855,2,864,Pilot,6,2028,High
6856,1,864,Pilot,8,2028,High
6857,11,864,Adopted,9,2027,High
6858,4,865,Adopted,6,2024,Low
6859,7,865,Pilot,10,2025,High
6860,10,865,Research,3,2025,High
6861,1,865,Not Adopted,6,2024,High
6862,5,865,Pilot,6,2024,High
6863,3,865,Pilot,6,2028,Low
6864,2,865,Pilot,3,2024,Medium
6865,10,866,Adopted,9,2027,Medium
6866,1,866,Research,4,2027,Medium
6867,2,866,Pilot,7,2024,High
6868,7,866,Adopted,7,2027,Medium
6869,3,866,Adopted,4,2028,Medium
6870,4,866,Pilot,7,2027,Low
6871,12,866,Not Adopted,6,2027,Medium
6872,9,866,Not Adopted,4,2026,High
6873,8,866,Research,4,2025,Low
6874,6,866,Pilot,7,2027,Low
6875,9,867,Not Adopted,8,2027,Low
6876,1,867,Pilot,9,2025,Low
6877,6,867,Not Adopted,10,2024,High
6878,2,867,Pilot,5,2028,Low
6879,10,868,Not Adopted,5,2027,Low
6880,5,868,Adopted,9,2027,Low
6881,1,868,Adopted,8,2027,Low
6882,4,868,Adopted,3,2024,High
6883,3,868,Adopted,7,2024,Medium
6884,11,868,Research,4,2024,Medium
6885,6,868,Not Adopted,3,2027,Medium
6886,2,868,Not Adopted,10,2026,High
6887,9,868,Adopted,10,2025,Medium
6888,8,868,Pilot,3,2027,High
6889,7,868,Adopted,10,2028,Low
6890,12,868,Adopted,10,2026,High
6891,11,869,Research,4,2024,Medium
6892,1,869,Research,10,2027,Low
6893,3,869,Pilot,6,2026,High
6894,7,869,Not Adopted,4,2024,Low
6895,12,869,Not Adopted,3,2028,Medium
6896,2,869,Pilot,3,2028,Medium
6897,8,869,Pilot,9,2024,Medium
6898,1,870,Research,9,2024,Low
6899,9,870,Not Adopted,3,2027,Medium
6900,4,870,Research,5,2025,High
6901,5,870,Pilot,6,2028,High
6902,2,870,Not Adopted,8,2028,Medium
6903,8,870,Adopted,8,2028,High
6904,11,870,Pilot,3,2026,High
6905,12,870,Not Adopted,8,2027,Low
6906,6,870,Research,4,2028,Medium
6907,7,870,Pilot,8,2028,Medium
6908,10,870,Research,6,2028,High
6909,6,871,Pilot,6,2027,Low
6910,9,871,Adopted,8,2025,High
6911,5,871,Pilot,8,2028,Medium
6912,4,871,Adopted,9,2026,High
6913,1,871,Research,5,2024,Medium
6914,2,871,Pilot,8,2025,Low
6915,3,871,Pilot,6,2026,High
6916,7,871,Research,5,2028,High
6917,12,871,Adopted,9,2025,Low
6918,11,871,Pilot,7,2027,Low
6919,10,871,Adopted,9,2026,High
6920,8,871,Adopted,6,2026,Medium
6921,4,872,Adopted,9,2028,Medium
6922,9,872,Adopted,5,2026,High
6923,5,872,Research,7,2027,Medium
6924,10,872,Pilot,3,2026,Low
6925,3,872,Adopted,8,2028,High
6926,11,872,Pilot,8,2024,Medium
6927,1,872,Research,10,2024,Low
6928,8,872,Not Adopted,6,2025,Medium
6929,12,872,Research,6,2026,High
6930,6,872,Pilot,3,2026,Medium
6931,7,872,Research,10,2028,Low
6932,2,872,Pilot,3,2025,High
6933,7,873,Adopted,4,2024,Medium
6934,11,873,Pilot,8,2025,Medium
6935,6,873,Adopted,3,2028,Low
6936,2,873,Not Adopted,9,2024,Medium
6937,3,873,Adopted,4,2027,High
6938,9,873,Adopted,4,2024,Low
6939,10,874,Pilot,10,2026,Low
6940,3,874,Pilot,7,2026,Medium
6941,11,874,Adopted,9,2026,Low
6942,7,874,Research,6,2027,Medium
6943,9,874,Research,9,2028,Low
6944,8,875,Research,6,2026,High
6945,12,875,Not Adopted,8,2028,High
6946,1,875,Not Adopted,10,2028,Low
6947,2,875,Not Adopted,10,2026,Low
6948,5,875,Research,4,2025,Low
6949,6,875,Pilot,4,2028,Low
6950,7,875,Research,6,2028,Medium
6951,4,875,Adopted,3,2026,Medium
6952,3,875,Pilot,6,2024,Medium
6953,11,875,Research,6,2025,Low
6954,10,875,Adopted,8,2027,Medium
6955,9,876,Not Adopted,8,2025,High
6956,8,876,Not Adopted,5,2025,Low
6957,3,876,Research,5,2024,High
6958,4,876,Research,7,2028,Low
6959,12,876,Adopted,6,2025,High
6960,2,876,Pilot,6,2028,Low
6961,7,876,Research,4,2027,Low
6962,6,876,Adopted,5,2024,Low
6963,1,876,Pilot,10,2027,Low
6964,10,876,Not Adopted,9,2025,High
6965,5,876,Not Adopted,4,2024,Low
6966,11,876,Not Adopted,5,2025,Low
6967,6,877,Research,10,2027,Low
6968,12,877,Pilot,8,2028,Medium
6969,10,877,Not Adopted,8,2027,High
6970,11,877,Research,5,2027,High
6971,2,877,Adopted,6,2024,Low
6972,4,877,Adopted,4,2028,High
6973,1,877,Research,6,2025,High
6974,9,877,Research,9,2027,Medium
6975,8,877,Not Adopted,3,2026,Medium
6976,5,877,Not Adopted,6,2028,Low
6977,9,878,Not Adopted,8,2024,High
6978,10,878,Not Adopted,5,2024,Low
6979,7,878,Research,9,2025,Low
6980,3,878,Pilot,7,2024,High
6981,8,878,Pilot,4,2027,Medium
6982,2,878,Not Adopted,3,2024,Medium
6983,12,878,Pilot,3,2028,High
6984,1,878,Pilot,7,2026,High
6985,4,878,Research,6,2026,Low
6986,6,878,Research,10,2027,High
6987,1,879,Research,8,2025,Low
6988,7,879,Adopted,5,2026,High
6989,10,879,Adopted,5,2027,Medium
6990,2,879,Adopted,9,2026,Low
6991,9,879,Pilot,5,2028,Low
6992,12,880,Adopted,9,2027,Medium
6993,6,880,Not Adopted,10,2027,Low
6994,7,880,Pilot,8,2028,High
6995,4,880,Research,5,2028,Medium
6996,3,880,Research,4,2024,High
6997,9,880,Adopted,10,2027,Low
6998,11,880,Not Adopted,7,2026,High
6999,2,880,Not Adopted,5,2026,High
